City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
348,mutum biyu,8.6333,10.7667,299.63,19,61,3.19,NG,2024-02-02
349,les sables-d'olonne,46.6667,-1.8333,283.59,93,18,2.89,FR,2024-02-02
350,tambopata,-12.7333,-69.1833,303.09,66,0,2.06,PE,2024-02-02
351,nouadhibou,20.931,-17.0347,298.14,38,0,4.63,MR,2024-02-02
352,kone,-21.0595,164.8658,298.51,92,100,2.95,NC,2024-02-02
353,pinheiral,-22.5128,-44.0006,295.77,94,100,0.71,BR,2024-02-02
354,bhavnagar,21.7667,72.15,296.55,46,6,2.76,IN,2024-02-02
355,tanjung pandan,-2.75,107.65,298.61,91,100,3.38,ID,2024-02-02
356,st. john's,47.5649,-52.7093,273.03,82,100,0.45,CA,2024-02-02
357,tarquinia,42.2482,11.7553,284.05,61,7,2.77,IT,2024-02-02
358,aldinga beach,-35.2793,138.4604,293.5,68,0,2.03,AU,2024-02-02
359,portland,45.5234,-122.6762,286.08,70,75,3.09,US,2024-02-02
360,qarqin,37.4185,66.0436,282.15,25,97,5.22,AF,2024-02-02
361,ola,59.5833,151.2833,248.78,83,100,3.28,RU,2024-02-02
362,kilju,40.9642,129.3278,265.37,85,100,1.4,KP,2024-02-02
363,nizhniy odes,63.6445,54.856,262.76,93,100,4.53,RU,2024-02-02
364,chibougamau,49.9168,-74.3659,263.94,73,75,2.57,CA,2024-02-02
365,cherepovets,59.1333,37.9,269.05,86,100,4.0,RU,2024-02-02
366,bechar,31.6167,-2.2167,287.33,14,0,0.0,DZ,2024-02-02
367,merizo village,13.2658,144.6691,299.0,83,11,9.04,GU,2024-02-02
368,great bend,38.3645,-98.7648,289.28,67,0,5.14,US,2024-02-02
369,sao jose da coroa grande,-8.8978,-35.1478,302.13,62,53,5.15,BR,2024-02-02
370,aldan,58.6031,125.3894,244.98,100,100,1.62,RU,2024-02-02
371,mugia,43.1041,-9.2179,288.66,89,17,7.69,ES,2024-02-02
372,voskresenskoye,56.8381,45.4317,268.69,93,67,3.51,RU,2024-02-02
373,greytown,-29.0642,30.5928,289.4,96,43,0.72,ZA,2024-02-02
374,howrah,22.5892,88.3103,294.15,88,0,2.57,IN,2024-02-02
375,karratha,-20.7377,116.8463,305.23,52,100,7.31,AU,2024-02-02
376,minas de marcona,-15.2119,-75.1103,296.33,63,93,5.65,PE,2024-02-02
377,lindale,32.5157,-95.4094,293.12,75,100,5.66,US,2024-02-02
378,puerto gaitan,4.3133,-72.0816,307.02,45,100,1.9,CO,2024-02-02
379,laurel,39.0993,-76.8483,283.45,64,100,7.2,US,2024-02-02
380,meizhou,24.2977,116.1072,291.4,93,67,0.98,CN,2024-02-02
381,minggang,32.4586,114.0486,270.07,95,100,5.62,CN,2024-02-02
382,boone,39.0334,-92.3335,291.22,61,3,5.28,US,2024-02-02
383,kerikeri,-35.2268,173.9474,292.21,79,29,5.38,NZ,2024-02-02
384,fale old settlement,-9.3852,-171.2468,301.24,76,100,3.67,TK,2024-02-02
385,mili,6.0815,171.735,301.07,79,100,9.91,MH,2024-02-02
386,port douglas,-16.4833,145.4667,300.04,86,100,1.19,AU,2024-02-02
387,san antonio de pale,-1.4014,5.6325,301.31,78,94,2.99,GQ,2024-02-02
388,alexandria,31.2156,29.9553,285.45,66,93,4.95,EG,2024-02-02
389,galesong,-5.3166,119.3661,298.16,82,100,3.39,ID,2024-02-02
390,amble,55.3333,-1.5833,285.57,82,100,4.12,GB,2024-02-02
391,fort st. john,56.2499,-120.8529,267.09,93,100,3.09,CA,2024-02-02
392,susanville,40.4163,-120.653,279.72,70,75,3.09,US,2024-02-02
393,la villa del rosario,10.3258,-72.3134,305.52,50,84,5.17,VE,2024-02-02
394,kapuskasing,49.4169,-82.4331,265.2,67,75,2.57,CA,2024-02-02
395,nova sintra,14.8667,-24.7167,294.71,70,0,6.11,CV,2024-02-02
396,poplar bluff,36.757,-90.3929,292.78,57,0,1.54,US,2024-02-02
397,san andres,12.5847,-81.7006,301.16,65,75,4.63,CO,2024-02-02
398,monroeville,40.4212,-79.7881,279.35,63,100,5.14,US,2024-02-02
399,ujae,8.9322,165.7642,300.4,83,75,10.44,MH,2024-02-02
400,waddan,29.1614,16.139,284.85,35,1,2.3,LY,2024-02-02
401,dongsheng,39.8161,109.9776,263.63,81,15,2.76,CN,2024-02-02
402,villa vasquez,19.7411,-71.4464,296.64,59,99,3.82,DO,2024-02-02
403,novo aripuana,-5.1206,-60.3797,301.76,76,89,0.39,BR,2024-02-02
404,jindabyne,-36.4167,148.6333,284.48,58,0,1.34,AU,2024-02-02
405,corinto,37.9407,22.9573,283.09,58,100,1.6,GR,2024-02-02
406,urengoy,65.9667,78.3667,261.24,92,100,6.16,RU,2024-02-02
407,bollnas,61.3482,16.3946,275.86,98,100,5.09,SE,2024-02-02
408,ugoofaaru,5.6667,73.0,301.09,74,100,5.52,MV,2024-02-02
409,zakamensk,50.3741,103.2863,250.25,97,21,1.55,RU,2024-02-02
410,mount gambier,-37.8333,140.7667,281.92,90,0,1.46,AU,2024-02-02
411,preobrazheniye,42.9019,133.9064,260.34,65,0,2.85,RU,2024-02-02
412,tvoroyri,61.5556,-6.8111,278.68,76,96,19.56,FO,2024-02-02
413,inirida,3.8653,-67.9239,304.86,63,95,0.89,CO,2024-02-02
414,miri,4.4148,114.0089,298.23,100,40,2.06,MY,2024-02-02
415,tanjungtiram,4.0613,98.3699,297.97,92,75,1.48,ID,2024-02-02
416,yuzhno-kurilsk,44.0306,145.8556,265.03,64,100,14.44,RU,2024-02-02
417,san pedro pochutla,15.7333,-96.4667,302.99,53,58,4.62,MX,2024-02-02
418,levanger,63.7464,11.2996,281.18,96,100,10.2,NO,2024-02-02
419,iba,15.3667,120.0333,295.82,74,77,1.67,PH,2024-02-02
420,kavaratti,10.5669,72.642,300.19,66,100,3.42,IN,2024-02-02
421,castlegar,49.2998,-117.6689,281.09,97,100,0.82,CA,2024-02-02
422,jaen,38.0,-3.5,284.79,45,18,1.06,ES,2024-02-02
423,niafunke,15.9322,-3.9906,297.53,11,93,5.68,ML,2024-02-02
424,namtsy,62.7161,129.6658,233.8,100,79,0.56,RU,2024-02-02
425,mermoz boabab,14.7065,-17.4758,303.46,65,0,4.12,SN,2024-02-02
426,mil'kovo,55.6078,37.7956,271.42,80,100,6.65,RU,2024-02-02
427,mumbwa,-14.9783,27.0619,291.44,92,43,1.64,ZM,2024-02-02
428,revda,56.801,59.9303,258.24,98,100,2.88,RU,2024-02-02
429,galliano,29.4422,-90.2992,295.93,50,0,2.45,US,2024-02-02
430,polyarnyy,69.1989,33.4478,261.36,92,13,4.93,RU,2024-02-02
431,lodja,-3.4833,23.4333,294.19,96,100,0.31,CD,2024-02-02
432,igarka,67.4667,86.5833,259.78,95,100,8.11,RU,2024-02-02
433,tromso,69.6496,18.957,271.16,86,75,4.12,NO,2024-02-02
434,jaisalmer,26.9147,70.9181,293.27,37,100,6.05,IN,2024-02-02
435,remontnoye,46.5614,43.6501,273.69,93,100,5.8,RU,2024-02-02
436,qamdo,31.1667,97.2333,264.24,47,100,3.81,CN,2024-02-02
437,acarau,-2.8856,-40.12,303.69,63,27,7.58,BR,2024-02-02
438,manokwari,-0.8667,134.0833,298.81,84,100,2.03,ID,2024-02-02
439,barra de santo antonio,-9.4047,-35.5072,303.75,65,98,4.88,BR,2024-02-02
440,yanchep,-31.55,115.6833,299.79,63,10,3.42,AU,2024-02-02
441,yuma,32.7253,-114.6244,290.86,53,40,5.66,US,2024-02-02
442,alofi,-19.0595,-169.9187,299.09,94,75,1.03,NU,2024-02-02
443,san juan,-31.5375,-68.5364,313.17,17,0,2.93,AR,2024-02-02
444,djambala,-2.5447,14.7533,298.32,67,99,1.72,CG,2024-02-02
445,prado,-17.3411,-39.2208,301.55,67,99,3.45,BR,2024-02-02
446,rio gallegos,-51.6226,-69.2181,287.18,82,75,7.72,AR,2024-02-02
447,vadso,70.0744,29.7487,267.24,73,0,4.63,NO,2024-02-02
448,kruisfontein,-34.0033,24.7314,294.2,88,0,2.3,ZA,2024-02-02
449,kuvshinovo,57.0295,34.1725,268.12,88,100,5.39,RU,2024-02-02
450,rancho palos verdes,33.7445,-118.387,289.77,73,75,7.72,US,2024-02-02
451,boende,-0.2167,20.8667,295.7,91,100,1.85,CD,2024-02-02
452,chashniki,54.8569,29.1607,271.06,88,74,4.81,BY,2024-02-02
453,kismayo,-0.3582,42.5454,299.41,84,96,6.06,SO,2024-02-02
454,pama,11.2497,0.7075,302.15,13,0,2.61,BF,2024-02-02
455,hassi messaoud,31.6804,6.0729,285.07,40,0,1.03,DZ,2024-02-02
456,ban houayxay,20.2453,100.4547,286.65,54,0,0.79,LA,2024-02-02
457,kristiansund,63.1115,7.732,282.18,93,100,16.46,NO,2024-02-02
458,mokopane,-24.1944,29.0097,293.12,60,23,3.45,ZA,2024-02-02
459,mana,5.6592,-53.7767,300.79,60,100,3.72,GF,2024-02-02
460,sao joao da barra,-21.6403,-41.0511,302.2,82,99,4.09,BR,2024-02-02
461,fortaleza,-3.7227,-38.5247,303.75,83,75,6.69,BR,2024-02-02
462,ko pha ngan,9.7578,100.0291,297.75,76,100,2.68,TH,2024-02-02
463,raja,8.4596,25.678,294.97,19,14,1.4,SS,2024-02-02
464,mersing,2.4312,103.8405,300.1,83,20,5.14,MY,2024-02-02
465,castillos,-34.1667,-53.8333,302.49,47,0,6.57,UY,2024-02-02
466,nar'yan-mar,67.6713,53.087,267.1,89,100,10.28,RU,2024-02-02
467,agadez,19.75,10.25,287.39,18,95,3.2,NE,2024-02-02
468,caleta de carquin,-11.0925,-77.6267,299.58,72,100,4.89,PE,2024-02-02
469,hastings,50.8552,0.5729,284.25,43,100,9.07,GB,2024-02-02
470,egilsstadir,65.2653,-14.3948,271.1,69,20,8.23,IS,2024-02-02
471,byron bay,-28.65,153.6167,297.43,90,32,2.23,AU,2024-02-02
472,chandler,33.3062,-111.8412,289.59,56,40,5.66,US,2024-02-02
473,quatre cocos,-20.2078,57.7625,299.21,69,45,7.13,MU,2024-02-02
474,bataipora,-22.2953,-53.2711,309.97,21,59,2.72,BR,2024-02-02
475,nadym,65.5333,72.5167,258.9,91,100,6.08,RU,2024-02-02
476,burang,30.25,81.1667,262.2,77,7,1.33,CN,2024-02-02
477,palanga,55.9175,21.0686,276.16,93,75,7.2,LT,2024-02-02
478,cozumel,20.5083,-86.9458,300.34,69,40,2.06,MX,2024-02-02
479,kstovo,56.1473,44.1979,270.81,93,91,4.46,RU,2024-02-02
480,ilebo,-4.3167,20.5833,294.28,97,100,1.24,CD,2024-02-02
481,nivala,63.9167,24.9667,268.53,80,100,4.45,FI,2024-02-02
482,waynesville,35.4887,-82.9887,290.34,49,0,0.89,US,2024-02-02
483,mata-utu,-13.2816,-176.1745,301.17,80,100,11.29,WF,2024-02-02
484,muynoq,43.7683,59.0214,269.46,85,52,3.82,UZ,2024-02-02
485,colby,39.3958,-101.0524,278.18,100,100,5.66,US,2024-02-02
486,bereznik,62.8551,42.7072,266.31,97,100,1.96,RU,2024-02-02
487,island harbour,50.724,-1.2758,286.19,90,100,2.24,GB,2024-02-02
488,antofagasta,-23.65,-70.4,296.75,67,18,3.88,CL,2024-02-02
489,la ronge,55.1001,-105.2842,276.29,75,0,3.09,CA,2024-02-02
490,oxapampa,-10.5775,-75.4017,294.46,77,100,0.41,PE,2024-02-02
491,port macquarie,-31.4333,152.9167,296.42,79,52,3.72,AU,2024-02-02
492,thames,-37.1333,175.5333,289.07,92,100,4.01,NZ,2024-02-02
493,concepcion,-36.827,-73.0498,298.04,57,20,8.75,CL,2024-02-02
494,nyurba,63.2842,118.3319,243.68,95,84,2.47,RU,2024-02-02
495,puerto santa,-8.9906,-78.6456,299.39,73,100,4.64,PE,2024-02-02
496,santa terezinha,-29.9002,-50.0904,298.16,69,0,6.83,BR,2024-02-02
497,rhinelander,45.6366,-89.4121,278.01,48,0,4.12,US,2024-02-02
498,orito,0.6766,-76.8771,301.25,84,100,0.58,CO,2024-02-02
499,chaumont,48.1167,5.1333,278.36,90,83,2.76,FR,2024-02-02
500,sao jose de ribamar,-2.5619,-44.0542,303.36,84,100,4.77,BR,2024-02-02
501,richards bay,-28.783,32.0377,296.75,79,0,4.51,ZA,2024-02-02
502,beau vallon,-20.4189,57.6953,299.28,78,40,5.66,MU,2024-02-02
503,quang ngai,15.1167,108.8,293.45,93,7,2.09,VN,2024-02-02
504,biasca,46.3597,8.9697,285.18,61,35,4.17,CH,2024-02-02
505,itaituba,-4.2761,-55.9836,299.24,89,75,4.12,BR,2024-02-02
506,cockburn town,21.4612,-71.1419,295.6,55,14,2.43,TC,2024-02-02
507,petropavlivka,48.4564,36.4367,272.17,83,58,3.43,UA,2024-02-02
508,murghob,38.1702,73.9667,254.74,54,100,3.2,TJ,2024-02-02
509,kiunga,-6.1219,141.2906,297.02,99,100,0.78,PG,2024-02-02
510,menongue,-14.6585,17.691,291.47,96,100,2.02,AO,2024-02-02
511,kampong chhnang,12.1667,104.55,298.59,67,71,2.46,KH,2024-02-02
512,sauri,11.7266,6.7837,295.76,16,0,4.72,NG,2024-02-02
513,slonim,53.0867,25.3219,274.23,93,100,4.37,BY,2024-02-02
514,midvagur,62.0511,-7.1939,278.61,65,100,17.49,FO,2024-02-02
515,tucacas,10.7906,-68.3258,301.15,73,38,3.97,VE,2024-02-02
516,twon-brass,4.3151,6.2418,301.06,84,100,5.16,NG,2024-02-02
517,sidrolandia,-20.9319,-54.9614,310.77,17,4,3.92,BR,2024-02-02
518,piacabucu,-10.4056,-36.4344,302.43,60,73,5.85,BR,2024-02-02
519,swakopmund,-22.6833,14.5333,293.62,89,100,0.45,NA,2024-02-02
520,strezhevoy,60.7333,77.5889,254.8,99,84,2.68,RU,2024-02-02
521,astoria,46.1879,-123.8313,285.44,66,20,4.92,US,2024-02-02
522,zapala,-38.8992,-70.0544,302.88,12,0,11.24,AR,2024-02-02
523,petrosino,37.7077,12.4999,284.18,77,1,5.64,IT,2024-02-02
524,aguadilla,18.4275,-67.1541,300.89,68,75,3.6,PR,2024-02-02
525,kabalo,-6.05,26.9167,293.32,97,87,1.13,CD,2024-02-02
526,aoulef,26.9667,1.0833,290.78,12,0,4.3,DZ,2024-02-02
527,klaksvik,62.2266,-6.589,278.66,77,25,19.03,FO,2024-02-02
528,emboscada,-25.15,-57.35,312.51,35,20,3.09,PY,2024-02-02
529,temerluh,3.4506,102.4176,298.7,99,100,0.16,MY,2024-02-02
530,ostashkov,57.1467,33.1075,268.05,90,99,4.54,RU,2024-02-02
531,alaghsas,17.0187,8.0168,291.73,16,98,6.6,NE,2024-02-02
532,lerwick,60.1545,-1.1494,282.15,77,12,15.01,GB,2024-02-02
533,nuku'alofa,-21.1333,-175.2,299.34,100,75,1.03,TO,2024-02-02
534,lins,-21.6786,-49.7425,308.01,26,97,3.24,BR,2024-02-02
535,el matama,16.7095,33.3565,291.83,15,0,5.92,SD,2024-02-02
536,okahandja,-21.9833,16.9167,295.81,66,56,4.31,NA,2024-02-02
537,vila franca do campo,37.7167,-25.4333,291.42,99,8,3.73,PT,2024-02-02
538,sarkand,45.41,79.9186,261.04,75,6,3.59,KZ,2024-02-02
539,aykhal,66.0,111.5,245.68,71,61,1.81,RU,2024-02-02
540,hilo,19.7297,-155.09,297.73,89,100,5.66,US,2024-02-02
541,bichura,50.5881,107.6022,250.25,96,22,1.0,RU,2024-02-02
542,beitbridge,-22.2167,30.0,299.72,39,61,4.22,ZW,2024-02-02
543,aden,12.7794,45.0367,298.29,78,7,2.33,YE,2024-02-02
544,calca,-13.3333,-71.95,294.79,63,100,2.9,PE,2024-02-02
545,imbituba,-28.24,-48.6703,299.18,63,8,4.37,BR,2024-02-02
546,waingapu,-9.6567,120.2641,299.17,84,76,2.5,ID,2024-02-02
547,zyryanovsk,49.7386,84.2719,263.67,96,100,1.31,KZ,2024-02-02
548,minab,27.1467,57.0801,292.83,62,66,11.27,IR,2024-02-02
549,at-bashi,41.1702,75.8106,254.04,64,3,1.52,KG,2024-02-02
550,big bend,-26.8167,31.9333,298.2,73,6,0.0,SZ,2024-02-02
551,lagos,6.5833,3.75,302.33,76,6,2.45,NG,2024-02-02
552,saipan,15.1355,145.701,299.54,73,40,7.2,MP,2024-02-02
553,corum,40.5,34.75,274.19,58,100,0.72,TR,2024-02-02
554,baruun-urt,46.6806,113.2792,243.47,97,33,1.78,MN,2024-02-02
555,la'ie,21.6477,-157.9253,295.13,78,83,2.24,US,2024-02-02
556,zhuangyuan,37.2975,120.8256,269.32,61,100,1.95,CN,2024-02-02
557,pelabuhanratu,-6.9875,106.5514,298.9,88,100,0.36,ID,2024-02-02
558,lawton,34.6087,-98.3903,289.28,82,100,6.17,US,2024-02-02
559,rey bouba,8.6724,14.1786,298.84,17,26,2.46,CM,2024-02-02
560,port blair,11.6667,92.75,299.17,89,20,1.03,IN,2024-02-02
561,tipasa,36.5897,2.4475,285.16,86,27,1.1,DZ,2024-02-02
562,darnah,32.767,22.6367,287.13,61,100,4.07,LY,2024-02-02
563,trumann,35.6737,-90.5073,292.35,64,100,3.15,US,2024-02-02
564,mitsamiouli,-11.3847,43.2844,300.87,77,86,2.27,KM,2024-02-02
565,sao felix do xingu,-6.6447,-51.995,296.3,99,100,0.29,BR,2024-02-02
566,puerto leguizamo,-0.1934,-74.7819,302.23,80,94,0.95,CO,2024-02-02
567,askiz,53.1319,90.5264,260.77,92,100,1.27,RU,2024-02-02
568,new norfolk,-42.7826,147.0587,283.87,96,13,1.68,AU,2024-02-02
569,roghun,38.7826,69.8708,266.5,68,100,4.91,TJ,2024-02-02
570,chernyshevsk,52.5243,117.0174,239.75,100,39,0.37,RU,2024-02-02
